採樣時間,測站名稱,經度,緯度,一氧化碳,一氧化氮,二氧化氮,氮氧化物,臭氧,懸浮微粒,細懸浮微粒,二氧化硫,甲烷,非甲烷碳氫化合物,總碳氫化合物,風向,風速,溫度,相對濕度,空氣品質指標
2018-12-26 23:00:00,興業站,120.989823,24.778000,0.44,0.6,9.8,10.4,27.0,21.0,14.0,4.2,1.97,0.14,2.11,35.0,2.1,19.0,93.8,40.0
2018-12-26 23:00:00,靜心湖站,121.01372,24.77834,0.4,0.3,7.9,14.2,30.2,21.0,17.0,2.2,2.04,0.26,2.3,1.2,2.3,19.4,88.5,39.0
2018-12-27 00:00:00,力行站,121.016270,24.766508,0.48,0.9,10.7,11.6,24.3,17.0,8.0,4.1,1.95,0.17,2.12,44.0,3.2,18.7,89.0,37.0
2018-12-27 00:00:00,興業站,120.989823,24.778000,0.42,0.7,8.3,9.0,27.5,18.0,13.0,4.0,1.96,0.13,2.09,30.0,2.2,18.5,94.4,40.0
2018-12-27 00:00:00,靜心湖站,121.01372,24.77834,0.43,0.4,6.2,11.7,29.7,16.0,13.0,2.3,2.04,0.27,2.31,359.0,2.5,19.0,89.7,41.0
2018-12-27 01:00:00,力行站,121.016270,24.766508,0.44,1.1,8.4,9.6,29.0,17.0,10.0,3.7,1.91,0.16,2.07,44.0,3.1,18.2,90.5,34.0
2018-12-27 01:00:00,興業站,120.989823,24.778000,0.41,0.7,7.8,8.4,27.3,18.0,12.0,4.1,2.0,0.08,2.07,29.0,2.1,18.2,93.8,40.0
2018-12-27 01:00:00,靜心湖站,121.01372,24.77834,0.43,0.4,7.0,11.6,28.3,14.0,10.0,2.3,1.96,0.2,2.16,3.2,2.4,18.7,88.8,40.0
2018-12-27 02:00:00,力行站,121.016270,24.766508,0.46,1.9,8.7,10.6,29.6,15.0,12.0,3.0,1.88,0.16,2.03,42.0,3.1,17.8,89.9,33.0
2018-12-27 02:00:00,興業站,120.989823,24.778000,0.39,0.7,6.4,7.0,31.3,20.0,12.0,3.8,1.95,0.1,2.04,34.0,2.1,17.9,93.8,41.0
2018-12-27 02:00:00,靜心湖站,121.01372,24.77834,0.41,0.6,4.7,9.6,33.9,15.0,11.0,2.0,2.04,0.23,2.27,6.0,2.3,18.3,89.6,39.0
2018-12-27 03:00:00,力行站,121.016270,24.766508,0.48,1.3,8.4,9.7,29.0,15.0,10.0,2.9,1.86,0.17,2.03,46.0,2.7,17.3,91.6,34.0
2018-12-27 03:00:00,興業站,120.989823,24.778000,0.4,0.8,5.5,6.4,33.4,22.0,11.0,4.0,1.94,0.1,2.05,36.0,2.2,17.4,94.0,40.0
2018-12-27 03:00:00,靜心湖站,121.01372,24.77834,0.39,0.4,3.8,10.6,35.6,14.0,9.0,2.0,2.06,0.26,2.32,6.4,2.3,17.8,89.9,36.0
2018-12-27 04:00:00,力行站,121.016270,24.766508,0.5,1.4,10.1,11.6,29.1,14.0,7.0,3.1,1.83,0.16,1.99,47.0,3.4,17.2,91.4,35.0
2018-12-27 04:00:00,興業站,120.989823,24.778000,0.41,0.7,5.4,6.1,33.3,20.0,8.0,3.9,1.95,0.12,2.07,32.0,2.2,17.0,95.4,38.0
2018-12-27 04:00:00,靜心湖站,121.01372,24.77834,0.41,0.6,3.6,9.7,34.9,16.0,9.0,2.6,2.08,0.23,2.31,1.2,2.1,17.3,92.3,34.0
2018-12-27 05:00:00,力行站,121.016270,24.766508,0.63,5.1,20.1,25.1,21.3,20.0,9.0,3.8,1.86,0.16,2.02,62.0,2.2,17.4,90.0,34.0
2018-12-27 05:00:00,興業站,120.989823,24.778000,0.42,0.7,4.8,5.5,33.0,17.0,9.0,3.4,1.98,0.12,2.1,39.0,1.9,16.9,96.6,36.0
2018-12-27 05:00:00,靜心湖站,121.01372,24.77834,0.42,0.5,4.4,11.6,34.1,14.0,10.0,2.6,2.08,0.23,2.31,9.9,1.9,17.3,90.9,34.0
2018-12-27 06:00:00,力行站,121.016270,24.766508,0.88,10.1,25.8,35.9,16.6,25.0,13.0,4.5,1.89,0.22,2.1,68.0,2.0,17.8,87.3,33.0
2018-12-27 06:00:00,興業站,120.989823,24.778000,0.46,0.7,6.8,7.5,31.5,17.0,12.0,3.6,2.0,0.13,2.13,51.0,1.9,17.0,94.1,36.0
2018-12-27 06:00:00,靜心湖站,121.01372,24.77834,0.46,0.6,5.7,25.1,32.5,18.0,8.0,2.4,2.09,0.26,2.35,26.3,1.4,17.5,88.3,33.0
2018-12-27 07:00:00,力行站,121.016270,24.766508,1.04,12.8,24.9,37.7,17.6,21.0,13.0,3.1,1.9,0.22,2.12,48.0,2.8,17.5,91.1,34.0
2018-12-27 07:00:00,興業站,120.989823,24.778000,0.53,1.8,12.1,13.8,26.9,20.0,11.0,3.8,2.03,0.1,2.13,57.0,2.1,17.6,88.3,36.0
2018-12-27 07:00:00,靜心湖站,121.01372,24.77834,0.55,0.6,9.0,35.9,29.3,21.0,10.0,2.6,2.09,0.27,2.36,46.3,1.0,17.9,85.3,33.0
2018-12-27 08:00:00,力行站,121.016270,24.766508,0.85,11.6,23.1,34.8,21.0,18.0,12.0,2.9,1.92,0.16,2.08,46.0,3.0,17.8,89.3,34.0
2018-12-27 08:00:00,興業站,120.989823,24.778000,0.61,1.7,12.2,13.9,29.2,18.0,10.0,3.6,2.05,0.14,2.2,49.0,2.4,17.3,92.8,36.0
2018-12-27 08:00:00,靜心湖站,121.01372,24.77834,0.67,1.1,12.2,37.7,27.0,18.0,10.0,2.8,2.12,0.28,2.4,9.1,1.6,17.5,89.5,34.0
2018-12-27 09:00:00,力行站,121.016270,24.766508,0.7,5.9,16.9,22.8,25.8,14.0,9.0,3.0,1.84,0.19,2.03,43.0,4.1,17.5,90.2,36.0
2018-12-27 09:00:00,興業站,120.989823,24.778000,0.59,2.0,12.3,14.2,30.1,15.0,9.0,3.5,2.05,0.12,2.16,46.0,2.3,17.4,93.7,35.0
2018-12-27 10:00:00,力行站,121.016270,24.766508,0.66,5.9,14.7,20.6,28.2,14.0,7.0,2.9,1.84,0.22,2.05,46.0,4.6,17.6,86.1,36.0
2018-12-27 10:00:00,興業站,120.989823,24.778000,0.5,1.8,9.8,11.6,33.7,13.0,9.0,3.6,2.03,0.13,2.16,43.0,2.7,17.4,91.6,33.0
2018-12-27 11:00:00,力行站,121.016270,24.766508,0.6,4.3,11.7,16.0,31.0,15.0,7.0,3.3,1.89,0.17,2.06,45.0,4.8,17.3,85.3,32.0
2018-12-27 11:00:00,興業站,120.989823,24.778000,0.49,1.9,9.0,10.9,34.6,13.0,9.0,3.6,2.06,0.14,2.2,45.0,3.0,17.7,87.7,32.0
2018-12-27 11:00:00,靜心湖站,121.01372,24.77834,0.52,1.1,6.4,20.6,37.2,14.0,8.0,3.8,1.79,0.23,2.02,6.6,3.3,17.6,85.5,31.0
2018-12-27 12:00:00,力行站,121.016270,24.766508,0.6,5.7,13.5,19.1,31.2,13.0,5.0,3.0,1.88,0.21,2.08,45.0,4.9,17.4,82.5,30.0
2018-12-27 12:00:00,興業站,120.989823,24.778000,0.47,1.8,7.7,9.5,36.2,13.0,7.0,3.5,2.06,0.11,2.17,43.0,2.9,17.6,85.6,30.0
2018-12-27 13:00:00,力行站,121.016270,24.766508,0.54,4.1,12.1,16.2,31.3,15.0,6.0,3.2,1.87,0.18,2.05,48.0,5.5,16.9,82.8,27.0
2018-12-27 13:00:00,興業站,120.989823,24.778000,0.45,1.5,7.2,8.7,36.8,15.0,6.0,3.4,2.01,0.12,2.13,43.0,3.3,16.9,84.5,30.0
2018-12-27 14:00:00,力行站,121.016270,24.766508,0.57,4.2,12.7,16.9,30.5,13.0,7.0,3.1,1.89,0.2,2.09,47.0,5.3,16.5,83.1,25.0
2018-12-27 14:00:00,興業站,120.989823,24.778000,0.44,1.1,8.0,9.1,36.4,14.0,8.0,3.4,1.99,0.14,2.12,46.0,3.7,16.4,85.1,31.0
2018-12-27 14:00:00,靜心湖站,121.01372,24.77834,0.4,0.8,5.8,16.9,38.7,14.0,9.0,1.8,1.95,0.28,2.23,2.8,4.2,16.6,81.9,31.0
2018-12-27 15:00:00,力行站,121.016270,24.766508,0.57,3.7,14.6,18.3,29.3,14.0,7.0,3.1,1.91,0.21,2.12,45.0,6.0,16.2,83.6,25.0
2018-12-27 15:00:00,興業站,120.989823,24.778000,0.43,1.2,8.2,9.4,35.8,12.0,9.0,3.5,1.99,0.13,2.12,45.0,3.6,16.2,84.5,31.0
2018-12-27 15:00:00,靜心湖站,121.01372,24.77834,0.46,0.8,7.3,18.3,36.4,12.0,11.0,1.2,1.97,0.27,2.24,3.8,4.3,16.4,82.1,32.0
2018-12-27 16:00:00,力行站,121.016270,24.766508,0.64,4.6,15.6,20.2,28.4,14.0,5.0,2.1,1.92,0.2,2.12,44.0,5.7,16.0,83.4,27.0
2018-12-27 16:00:00,興業站,120.989823,24.778000,0.46,1.1,8.9,10.0,35.1,12.0,10.0,3.4,2.02,0.14,2.16,45.0,4.0,15.8,85.4,32.0
2018-12-27 16:00:00,靜心湖站,121.01372,24.77834,0.51,0.5,7.2,20.2,36.5,13.0,10.0,1.2,1.98,0.28,2.26,6.1,3.6,16.2,82.0,34.0
2018-12-27 17:00:00,力行站,121.016270,24.766508,0.69,4.4,16.7,21.1,26.3,11.0,5.0,1.7,1.92,0.23,2.14,41.0,5.4,16.0,83.0,27.0
2018-12-27 17:00:00,興業站,120.989823,24.778000,0.48,1.3,8.2,9.5,35.4,13.0,9.0,3.3,2.03,0.14,2.18,46.0,3.6,15.9,82.7,33.0
2018-12-27 17:00:00,靜心湖站,121.01372,24.77834,0.61,0.5,9.8,21.1,32.4,12.0,8.0,1.7,1.97,0.3,2.27,10.6,3.1,16.2,80.6,34.0
2018-12-27 18:00:00,力行站,121.016270,24.766508,0.7,4.3,15.2,19.6,25.2,12.0,6.0,1.5,1.96,0.19,2.15,43.0,5.9,16.0,83.9,28.0
2018-12-27 18:00:00,興業站,120.989823,24.778000,0.5,1.5,11.3,12.8,30.7,13.0,9.0,3.4,2.04,0.13,2.17,45.0,3.5,15.8,83.5,33.0
2018-12-27 18:00:00,靜心湖站,121.01372,24.77834,0.71,0.6,12.2,19.6,29.1,11.0,9.0,1.8,2.0,0.31,2.31,3.0,3.6,16.2,81.8,34.0
2018-12-27 19:00:00,力行站,121.016270,24.766508,0.62,2.8,13.1,15.9,26.8,13.0,7.0,1.4,1.95,0.19,2.14,44.0,5.7,15.9,84.8,27.0
2018-12-27 19:00:00,興業站,120.989823,24.778000,0.45,1.1,7.9,9.0,35.0,12.0,11.0,2.9,2.06,0.13,2.19,47.0,3.6,15.5,85.4,32.0
2018-12-27 20:00:00,力行站,121.016270,24.766508,0.58,1.9,12.2,14.1,27.4,15.0,8.0,1.0,1.96,0.12,2.08,44.0,5.8,15.5,85.4,27.0
2018-12-27 20:00:00,興業站,120.989823,24.778000,0.44,0.8,6.1,6.9,35.4,14.0,12.0,3.1,2.06,0.14,2.21,47.0,4.0,15.2,85.9,32.0
2018-12-27 20:00:00,靜心湖站,121.01372,24.77834,0.94,0.6,11.4,15.9,29.6,12.0,13.0,1.5,2.01,0.3,2.31,4.6,3.8,15.9,83.6,32.0
2018-12-27 21:00:00,力行站,121.016270,24.766508,0.55,1.6,10.8,12.4,28.6,14.0,8.0,1.2,1.96,0.2,2.16,44.0,5.6,15.1,85.7,26.0
2018-12-27 21:00:00,興業站,120.989823,24.778000,0.42,0.6,5.3,5.9,36.4,14.0,13.0,3.2,2.08,0.14,2.21,49.0,3.8,14.9,86.3,32.0
2018-12-27 21:00:00,靜心湖站,121.01372,24.77834,1.06,0.5,8.3,14.1,33.1,14.0,13.0,1.6,0.95,0.14,1.09,1.8,3.7,15.5,84.0,32.0
2018-12-27 22:00:00,力行站,121.016270,24.766508,0.52,1.2,9.6,10.8,30.2,11.0,8.0,2.3,1.97,0.18,2.15,45.0,5.4,14.9,85.1,26.0
2018-12-27 22:00:00,興業站,120.989823,24.778000,0.4,0.6,4.7,5.4,37.1,13.0,12.0,3.3,2.06,0.14,2.21,46.0,3.4,14.6,85.9,33.0
2018-12-27 22:00:00,靜心湖站,121.01372,24.77834,1.09,0.4,6.3,12.4,34.8,15.0,13.0,1.6,0.03,0.01,0.04,2.8,4.3,15.2,84.3,35.0
2018-12-27 23:00:00,力行站,121.016270,24.766508,0.5,1.1,8.8,9.8,32.0,11.0,6.0,3.5,1.97,0.15,2.12,45.0,5.6,14.7,83.9,26.0
2018-12-27 23:00:00,靜心湖站,121.01372,24.77834,1.08,0.3,5.3,10.8,36.7,13.0,14.0,1.5,0.03,0.01,0.04,6.3,3.9,15.0,83.5,38.0
2018-12-28 00:00:00,力行站,121.016270,24.766508,0.44,1.2,9.1,10.3,31.4,11.0,5.0,3.6,1.96,0.2,2.16,41.0,4.9,14.6,83.2,26.0
2018-12-28 00:00:00,興業站,120.989823,24.778000,0.41,0.6,4.3,4.9,38.0,13.0,11.0,3.5,2.07,0.13,2.2,47.0,3.4,14.5,84.8,34.0
2018-12-28 00:00:00,靜心湖站,121.01372,24.77834,0.45,0.4,4.6,9.8,37.1,12.0,11.0,2.2,0.03,0.01,0.04,2.5,3.5,14.9,82.2,38.0
2018-12-28 01:00:00,力行站,121.016270,24.766508,0.46,1.5,9.4,10.9,32.3,12.0,6.0,3.8,1.99,0.1,2.09,45.0,4.9,14.5,83.0,26.0
2018-12-28 01:00:00,興業站,120.989823,24.778000,0.42,0.6,3.4,4.0,38.3,13.0,9.0,2.9,2.09,0.11,2.21,47.0,3.3,14.5,82.7,34.0
2018-12-28 01:00:00,靜心湖站,121.01372,24.77834,0.46,0.5,5.3,10.3,35.6,11.0,8.0,2.8,0.03,0.01,0.04,15.1,2.5,14.8,80.6,36.0
2018-12-28 02:00:00,力行站,121.016270,24.766508,0.45,2.1,9.4,11.6,31.4,10.0,6.0,3.5,1.95,0.11,2.06,41.0,4.6,14.5,82.4,27.0
2018-12-28 02:00:00,興業站,120.989823,24.778000,0.42,0.5,4.2,4.7,36.6,13.0,7.0,2.4,2.1,0.13,2.22,52.0,3.5,14.5,81.0,33.0
2018-12-28 02:00:00,靜心湖站,121.01372,24.77834,0.48,0.4,4.8,10.9,37.3,11.0,8.0,2.6,0.03,0.01,0.04,30.6,2.1,14.7,80.3,34.0
2018-12-28 03:00:00,力行站,121.016270,24.766508,0.45,1.5,8.0,9.6,31.8,11.0,3.0,3.4,1.95,0.18,2.13,39.0,4.8,14.4,83.9,28.0
2018-12-28 03:00:00,興業站,120.989823,24.778000,0.38,0.6,4.9,5.5,36.1,12.0,9.0,2.9,2.1,0.13,2.23,50.0,3.1,14.5,80.1,34.0
2018-12-28 03:00:00,靜心湖站,121.01372,24.77834,0.52,0.7,4.2,11.6,36.0,12.0,7.0,2.5,0.03,0.01,0.04,43.2,2.0,14.7,79.7,32.0
2018-12-28 04:00:00,力行站,121.016270,24.766508,0.46,1.7,7.6,9.3,33.0,15.0,5.0,3.8,1.95,0.14,2.09,44.0,4.4,14.4,82.8,29.0
2018-12-28 04:00:00,興業站,120.989823,24.778000,0.38,0.5,5.7,6.1,34.7,13.0,12.0,2.7,2.11,0.15,2.26,53.0,3.4,14.4,81.7,34.0
2018-12-28 04:00:00,靜心湖站,121.01372,24.77834,0.54,0.5,3.7,9.6,36.5,11.0,7.0,2.4,0.03,0.01,0.04,34.0,2.3,14.5,81.3,33.0
2018-12-28 05:00:00,力行站,121.016270,24.766508,0.52,3.5,10.3,13.9,32.0,13.0,7.0,4.1,1.99,0.16,2.15,43.0,4.7,14.7,80.2,29.0
2018-12-28 05:00:00,興業站,120.989823,24.778000,0.39,0.7,4.9,5.6,36.7,12.0,10.0,2.7,2.09,0.14,2.24,55.0,3.4,14.2,83.2,34.0
2018-12-28 05:00:00,靜心湖站,121.01372,24.77834,0.57,0.5,2.9,9.3,38.4,12.0,9.0,0.8,0.03,0.01,0.04,22.4,2.5,14.5,81.9,34.0
2018-12-28 06:00:00,力行站,121.016270,24.766508,0.64,7.3,14.9,22.1,28.4,12.0,7.0,4.0,2.0,0.19,2.18,51.0,4.8,15.1,78.8,30.0
2018-12-28 06:00:00,興業站,120.989823,24.778000,0.39,0.7,5.3,6.0,36.7,12.0,8.0,2.7,2.1,0.13,2.23,57.0,3.7,14.3,82.9,34.0
2018-12-28 07:00:00,力行站,121.016270,24.766508,0.64,8.4,14.0,22.5,29.0,14.0,9.0,4.1,1.98,0.19,2.17,45.0,5.5,15.9,74.9,30.0
2018-12-28 07:00:00,興業站,120.989823,24.778000,0.42,1.4,7.3,8.7,35.0,8.0,8.0,1.9,2.11,0.15,2.26,58.0,4.2,14.9,79.9,34.0
2018-12-28 07:00:00,靜心湖站,121.01372,24.77834,0.66,0.6,3.9,22.1,38.1,11.0,9.0,0.8,0.03,0.01,0.04,34.1,2.6,15.0,78.2,34.0
2018-12-28 08:00:00,力行站,121.016270,24.766508,0.53,7.7,12.4,20.1,31.2,14.0,8.0,4.5,1.95,0.18,2.12,47.0,5.6,16.5,72.1,29.0
2018-12-28 08:00:00,興業站,120.989823,24.778000,0.49,2.3,8.8,11.1,34.2,8.0,8.0,2.4,2.09,0.12,2.21,58.0,4.3,16.2,73.7,33.0
2018-12-28 08:00:00,靜心湖站,121.01372,24.77834,0.71,1.3,5.5,22.5,37.1,13.0,6.0,0.5,0.03,0.01,0.04,23.7,2.9,15.9,74.2,34.0
2018-12-28 09:00:00,力行站,121.016270,24.766508,0.5,6.9,12.8,19.7,31.2,13.0,6.0,4.5,1.9,0.18,2.07,46.0,5.7,16.6,70.5,29.0
2018-12-28 09:00:00,興業站,120.989823,24.778000,0.49,2.4,8.3,10.7,36.1,12.0,8.0,3.0,2.05,0.14,2.19,54.0,4.3,16.4,72.3,33.0
2018-12-28 10:00:00,力行站,121.016270,24.766508,0.52,6.5,12.7,19.2,31.7,14.0,5.0,4.3,1.86,0.18,2.05,53.0,5.5,17.0,68.7,29.0
2018-12-28 10:00:00,興業站,120.989823,24.778000,0.47,2.5,7.3,9.7,37.2,13.0,8.0,3.0,2.06,0.13,2.19,54.0,4.4,17.5,67.0,33.0
2018-12-28 11:00:00,力行站,121.016270,24.766508,0.53,6.0,11.1,17.1,32.9,15.0,6.0,4.4,1.94,0.18,2.11,55.0,5.9,17.4,66.5,29.0
2018-12-28 11:00:00,興業站,120.989823,24.778000,0.46,2.5,7.2,9.7,37.5,16.0,8.0,2.6,2.1,0.14,2.24,59.0,4.6,17.4,66.5,33.0
2018-12-28 11:00:00,靜心湖站,121.01372,24.77834,0.73,1.8,5.3,19.2,39.0,12.0,8.0,2.4,1.87,0.22,2.09,32.7,3.1,17.1,67.8,35.0
2018-12-28 12:00:00,力行站,121.016270,24.766508,0.54,7.1,11.4,18.5,33.1,19.0,5.0,4.7,1.95,0.18,2.13,52.0,5.7,17.3,66.2,29.0
2018-12-28 12:00:00,興業站,120.989823,24.778000,0.48,2.6,6.7,9.4,38.5,16.0,10.0,2.4,2.11,0.12,2.23,63.0,4.9,18.0,63.2,33.0
2018-12-28 12:00:00,靜心湖站,121.01372,24.77834,0.79,1.7,5.2,17.1,40.0,14.0,7.0,1.5,1.85,0.29,2.14,26.9,2.9,17.3,66.0,36.0
2018-12-28 13:00:00,力行站,121.016270,24.766508,0.55,5.6,10.9,16.5,33.1,21.0,6.0,4.8,1.96,0.14,2.1,50.0,6.1,16.8,68.1,29.0
2018-12-28 13:00:00,興業站,120.989823,24.778000,0.46,2.3,5.8,8.1,39.7,13.0,10.0,2.4,2.11,0.13,2.25,61.0,4.9,17.9,63.3,34.0
2018-12-28 13:00:00,靜心湖站,121.01372,24.77834,0.84,1.6,4.7,18.5,41.3,18.0,9.0,1.7,2.01,0.27,2.28,38.7,3.0,17.4,65.6,36.0
2018-12-28 14:00:00,力行站,121.016270,24.766508,0.58,6.0,12.7,18.7,31.1,23.0,12.0,4.6,1.94,0.17,2.11,53.0,5.8,16.5,69.7,29.0
2018-12-28 14:00:00,興業站,120.989823,24.778000,0.58,2.1,7.5,9.6,36.1,19.0,13.0,2.4,2.14,0.14,2.28,59.0,4.7,16.7,68.3,34.0
2018-12-28 14:00:00,靜心湖站,121.01372,24.77834,0.56,1.4,5.5,18.7,38.0,21.0,13.0,1.3,2.05,0.27,2.32,26.5,3.0,16.4,69.9,36.0
2018-12-28 15:00:00,力行站,121.016270,24.766508,0.61,5.3,13.6,18.9,29.4,23.0,13.0,4.4,1.91,0.21,2.12,48.0,5.6,15.6,73.5,30.0
2018-12-28 15:00:00,興業站,120.989823,24.778000,0.61,1.8,8.4,10.2,34.7,19.0,14.0,2.8,2.14,0.14,2.28,59.0,4.9,15.4,73.7,34.0
2018-12-28 15:00:00,靜心湖站,121.01372,24.77834,0.57,1.2,6.2,18.9,36.8,24.0,13.0,2.0,2.03,0.27,2.3,30.9,3.4,15.6,72.7,36.0
2018-12-28 16:00:00,力行站,121.016270,24.766508,0.69,4.8,16.9,21.7,25.9,21.0,12.0,4.8,1.97,0.17,2.14,53.0,5.6,15.1,75.2,30.0
2018-12-28 16:00:00,興業站,120.989823,24.778000,0.67,1.3,11.1,12.3,30.5,19.0,14.0,2.7,2.14,0.17,2.31,58.0,4.2,14.8,76.4,35.0
2018-12-28 16:00:00,靜心湖站,121.01372,24.77834,0.61,0.6,8.6,21.7,32.7,21.0,12.0,2.1,2.03,0.29,2.32,36.6,3.1,15.1,74.3,36.0
2018-12-28 17:00:00,力行站,121.016270,24.766508,0.68,4.5,15.1,19.6,26.6,21.0,14.0,4.3,2.03,0.19,2.22,51.0,5.7,14.9,76.6,31.0
2018-12-28 17:00:00,興業站,120.989823,24.778000,0.71,1.6,12.6,14.1,28.9,19.0,15.0,2.9,2.15,0.1,2.25,54.0,4.1,14.7,76.9,37.0
2018-12-28 17:00:00,靜心湖站,121.01372,24.77834,0.66,0.6,9.7,19.6,31.3,19.0,13.0,1.4,2.03,0.29,2.32,29.2,2.9,15.0,75.6,36.0
2018-12-28 18:00:00,力行站,121.016270,24.766508,0.64,4.8,14.5,19.2,25.8,19.0,13.0,4.9,2.07,0.22,2.29,48.0,5.5,14.7,75.8,35.0
2018-12-28 18:00:00,興業站,120.989823,24.778000,0.69,1.4,10.6,12.0,29.4,15.0,12.0,2.5,2.16,0.12,2.28,50.0,4.2,14.5,75.8,40.0
2018-12-28 18:00:00,靜心湖站,121.01372,24.77834,0.64,0.4,8.3,19.2,31.7,17.0,13.0,0.8,2.03,0.29,2.32,27.8,3.4,14.8,74.1,37.0
2018-12-28 19:00:00,力行站,121.016270,24.766508,0.58,2.8,10.9,13.6,27.6,15.0,11.0,4.3,2.07,0.2,2.27,45.0,6.1,14.4,78.5,36.0
2018-12-28 19:00:00,興業站,120.989823,24.778000,0.62,0.9,9.2,10.1,29.7,12.0,9.0,2.7,2.14,0.14,2.28,52.0,3.8,14.3,78.2,40.0
2018-12-28 20:00:00,力行站,121.016270,24.766508,0.57,2.2,10.5,12.8,27.8,13.0,8.0,4.3,2.05,0.21,2.26,44.0,5.8,14.0,79.3,35.0
2018-12-28 20:00:00,興業站,120.989823,24.778000,0.56,0.9,6.9,7.9,31.7,11.0,9.0,2.3,2.13,0.13,2.26,53.0,4.1,13.9,78.8,38.0
2018-12-28 20:00:00,靜心湖站,121.01372,24.77834,0.62,0.5,7.1,13.6,31.5,17.0,10.0,1.0,2.03,0.28,2.31,23.9,3.1,14.5,77.0,37.0
2018-12-28 21:00:00,力行站,121.016270,24.766508,0.55,2.3,9.9,12.2,29.3,14.0,7.0,3.9,2.08,0.2,2.28,49.0,5.7,13.7,78.5,34.0
2018-12-28 21:00:00,興業站,120.989823,24.778000,0.56,0.8,7.3,8.1,31.9,14.0,11.0,2.2,2.14,0.12,2.27,52.0,4.1,13.6,78.7,36.0
2018-12-28 21:00:00,靜心湖站,121.01372,24.77834,0.6,0.6,6.1,12.8,32.1,18.0,8.0,1.4,2.02,0.29,2.31,27.5,3.0,14.2,77.2,35.0
2018-12-28 22:00:00,力行站,121.016270,24.766508,0.55,1.5,9.7,11.2,29.9,16.0,10.0,3.6,2.09,0.15,2.25,46.0,5.6,13.5,79.1,31.0
2018-12-28 22:00:00,興業站,120.989823,24.778000,0.53,0.8,6.8,7.7,33.2,15.0,14.0,2.7,2.16,0.14,2.31,52.0,3.9,13.4,78.4,35.0
2018-12-28 22:00:00,靜心湖站,121.01372,24.77834,0.6,0.5,5.7,12.2,33.3,18.0,10.0,3.7,2.04,0.3,2.34,22.5,2.8,13.9,76.6,34.0
2018-12-28 23:00:00,力行站,121.016270,24.766508,0.53,1.4,8.4,9.8,33.4,20.0,10.0,4.5,2.07,0.21,2.28,45.0,5.7,13.3,78.2,31.0
2018-12-28 23:00:00,興業站,120.989823,24.778000,0.51,0.7,5.9,6.5,36.3,17.0,14.0,3.0,2.16,0.16,2.32,52.0,4.1,13.3,77.7,37.0
2018-12-28 23:00:00,靜心湖站,121.01372,24.77834,0.6,0.4,5.9,11.2,33.9,19.0,11.0,4.1,2.04,0.26,2.3,25.1,3.0,13.7,76.5,33.0
2018-12-29 00:00:00,力行站,121.016270,24.766508,0.55,1.3,7.5,8.7,34.6,21.0,12.0,5.2,2.06,0.15,2.21,43.0,5.9,13.2,79.2,31.0
2018-12-29 00:00:00,靜心湖站,121.01372,24.77834,0.57,0.4,4.7,9.8,37.3,19.0,12.0,2.5,2.01,0.25,2.26,27.4,2.9,13.5,75.9,35.0
2018-12-29 01:00:00,力行站,121.016270,24.766508,0.53,1.1,6.8,7.9,34.9,19.0,13.0,5.5,2.1,0.16,2.26,46.0,5.5,13.0,79.5,33.0
2018-12-29 01:00:00,興業站,120.989823,24.778000,0.49,0.6,4.7,5.3,38.1,22.0,13.0,2.6,2.18,0.12,2.3,50.0,3.9,13.1,78.7,41.0
2018-12-29 01:00:00,靜心湖站,121.01372,24.77834,0.55,0.3,4.0,8.7,38.7,20.0,13.0,2.9,1.87,0.25,2.12,18.4,3.2,13.4,77.1,38.0
2018-12-29 02:00:00,力行站,121.016270,24.766508,0.5,1.4,6.9,8.3,34.0,17.0,13.0,4.8,2.07,0.14,2.21,41.0,5.4,12.7,79.9,36.0
2018-12-29 02:00:00,興業站,120.989823,24.778000,0.48,0.6,3.8,4.5,38.8,18.0,12.0,2.6,2.1,0.12,2.22,48.0,3.6,12.8,79.6,42.0
2018-12-29 02:00:00,靜心湖站,121.01372,24.77834,0.54,0.5,3.2,7.9,40.2,20.0,13.0,3.9,1.95,0.25,2.2,21.1,3.0,13.2,77.0,39.0
2018-12-29 03:00:00,力行站,121.016270,24.766508,0.48,1.4,7.7,9.0,33.0,16.0,13.0,4.2,2.1,0.16,2.27,47.0,4.8,12.6,79.8,38.0
2018-12-29 03:00:00,興業站,120.989823,24.778000,0.47,0.5,3.9,4.4,38.1,15.0,11.0,3.0,2.08,0.14,2.22,45.0,3.3,12.4,79.8,40.0
2018-12-29 03:00:00,靜心湖站,121.01372,24.77834,0.53,0.4,3.1,8.3,39.1,20.0,13.0,3.2,1.97,0.25,2.22,24.9,3.2,12.9,77.6,40.0
2018-12-29 04:00:00,力行站,121.016270,24.766508,0.45,1.3,7.5,8.8,32.8,15.0,11.0,4.0,2.11,0.08,2.19,47.0,5.4,12.6,78.6,39.0
2018-12-29 04:00:00,興業站,120.989823,24.778000,0.46,0.6,4.0,4.6,37.9,19.0,13.0,2.9,2.08,0.13,2.21,48.0,3.6,12.4,78.6,40.0
2018-12-29 04:00:00,靜心湖站,121.01372,24.77834,0.54,0.4,3.1,9.0,38.4,20.0,12.0,1.4,2.03,0.25,2.28,28.5,2.8,12.7,77.4,40.0
