採樣時間,經度,緯度,一氧化碳,一氧化氮,二氧化氮,氮氧化物,臭氧,懸浮微粒,細懸浮微粒,二氧化硫,甲烷,非甲烷碳氫化合物,總碳氫化合物,風向,風速,溫度,相對濕度,空氣品質指標,空氣品質指標
43449.20833,120.989823,24.778,0.46,0.2,4.3,4.6,37.3,6,1,2,1.98,0.09,2.06,58,2.5,18.1,78.5,0,34
43449.20833,121.01372,24.77834,0.46,0.4,2.5,20.9,37,4,5,4.8,2.16,0.24,2.4,39.1,1.5,18.3,78.2,0,36
43449.25,121.01627,24.766508,0.54,8.1,20.3,28.3,21.3,8,5,5,1.84,0.16,1.99,68,2.6,18.8,78.2,0,29
43449.25,120.989823,24.778,0.47,0.3,5.8,6.1,33.8,8,2,2,1.97,0.11,2.09,54,2.2,18.1,79.4,0,34
43449.25,121.01372,24.77834,0.48,0.6,3.6,28.3,34.6,6,6,6,2.16,0.25,2.41,38.3,1.2,18.9,76.9,0,36
43449.29167,121.01627,24.766508,0.48,7.7,17.3,24.9,23.2,9,8,5.2,1.85,0.16,2.01,68,3.1,20,73.4,0,28
43449.29167,120.989823,24.778,0.51,1.4,6.9,8.3,32.6,4,3,2,1.95,0.1,2.05,66,2.1,20.7,70,0,34
43449.29167,121.01372,24.77834,0.49,1.1,4.4,24.9,33.8,6,4,5.7,2.16,0.27,2.43,41.8,1.5,20.4,70.9,0,36
43449.33333,121.01627,24.766508,0.44,6.7,14.3,21,26.6,10,6,5.3,1.9,0.1,2.01,70,3.3,21.4,68.6,0,27
43449.33333,120.989823,24.778,0.46,1.5,6.5,8,34.3,5,3,1.7,1.95,0.11,2.06,71,2.6,22.3,64.6,0,33
43449.33333,121.01372,24.77834,0.5,1.6,5.1,21,34.4,8,3,5.7,2.17,0.25,2.42,72,1.2,22.4,64.1,0,35
43449.375,121.01627,24.766508,0.45,5.9,14.5,20.5,27.7,10,4,5.2,1.9,0.17,2.06,70,2.7,22.9,64.2,0,26
43449.375,120.989823,24.778,0.47,1.6,6.2,7.9,35.1,9,2,2.2,1.94,0.12,2.06,76,1.8,24.1,60.3,0,33
43449.375,121.01372,24.77834,0.52,1.9,6,20.5,35.3,10,5,4.6,2.13,0.25,2.38,72.6,1.2,23.5,61.6,0,34
43449.41667,121.01627,24.766508,0.47,12.2,22,34.1,23.4,8,5,5,1.89,0.19,2.08,44,2.2,24.1,60.2,0,25
43449.41667,120.989823,24.778,0.48,1.5,6.3,7.8,37.9,11,0,2,1.93,0.1,2.04,69,1.6,25.4,56.9,0,32
43449.41667,121.01372,24.77834,0.52,1.6,5.6,34.1,38.5,7,7,4.6,2.13,0.28,2.41,46.5,0.9,25,57.4,0,34
43449.45833,121.01627,24.766508,0.46,7.6,17.8,25.4,29.6,7,6,4.7,1.93,0.16,2.09,45,2.1,24.7,59.1,0,24
43449.45833,120.989823,24.778,0.46,1.2,5.9,7.1,41.8,7,0,1.7,1.91,0.14,2.05,39,1.4,26.2,54.1,0,32
43449.45833,121.01372,24.77834,0.53,1.3,5.2,25.4,42.4,7,7,4.6,2.15,0.29,2.44,356.6,1.8,24.5,59.9,0,33
43449.5,121.01627,24.766508,0.45,6.5,19.4,25.9,34.5,9,6,4.9,1.9,0.14,2.04,43,1.4,25.3,57.2,0,24
43449.5,120.989823,24.778,0.46,1.3,6.7,8,44.9,5,0,2.2,1.9,0.14,2.04,19,1.4,26.4,53.3,0,33
43449.5,121.01372,24.77834,0.53,0.9,5.2,25.9,46.6,8,4,4.8,2.11,0.27,2.38,352.4,1.1,25.2,57.6,0,34
43449.54167,121.01627,24.766508,0.47,6.3,18.9,25.3,33.1,11,6,5,1.87,0.19,2.05,34,1.9,25.5,57.3,0,25
43449.54167,120.989823,24.778,0.47,1.2,7.8,9,45.4,7,3,2.3,1.9,0.14,2.04,23,1.4,26.6,53.2,0,34
43449.54167,121.01372,24.77834,0.54,0.8,4.9,25.3,48.1,5,6,5.2,2.13,0.28,2.41,27.3,0.8,25.7,56.4,0,35
43449.58333,121.01627,24.766508,0.48,10.7,28.7,39.4,20.1,13,7,4.8,1.89,0.11,2,45,2.5,23.9,63.8,0,25
43449.58333,120.989823,24.778,0.49,1,8.3,9.3,39.1,12,5,2.4,1.9,0.12,2.02,36,1.5,25.2,58.8,0,35
43449.58333,121.01372,24.77834,0.58,0.8,7,39.4,37.2,8,11,5.5,2.16,0.27,2.43,66.3,0.8,24.2,62.8,0,36
43449.625,121.01627,24.766508,0.52,18,32.6,50.6,10.5,14,10,5.3,1.85,0.19,2.03,37,2.2,22.2,70.4,0,27
43449.625,120.989823,24.778,0.51,0.8,11.6,12.4,28.8,16,8,2,1.91,0.14,2.06,51,1.2,22.6,68.6,0,36
43449.625,121.01372,24.77834,0.6,0.7,9.4,50.6,30.5,13,10,6.2,2.16,0.29,2.45,54,0.9,22.3,69.9,0,37
43449.66667,121.01627,24.766508,0.57,6.9,26.4,33.3,11.5,18,13,5.6,1.89,0.24,2.12,80,1.4,21.2,75.4,0,31
43449.66667,120.989823,24.778,0.55,0.4,14.2,14.5,23.5,16,9,1.8,1.92,0.13,2.05,57,1,21,74.9,0,35
43449.66667,121.01372,24.77834,0.66,0.4,11.9,33.3,23.8,14,10,5.2,2.2,0.32,2.52,31.8,0.9,21.2,74.4,0,36
43449.70833,121.01627,24.766508,0.54,3.8,22.5,26.3,13.2,19,13,5.6,1.94,0.21,2.15,87,1.8,20.6,77.8,0,25
43449.70833,120.989823,24.778,0.6,0.5,16.5,17,18.6,17,10,1.6,1.93,0.13,2.07,53,1,20.5,77.1,0,34
43449.70833,121.01372,24.77834,0.68,0.4,14,26.3,20.4,15,13,5.5,2.2,0.33,2.53,36.9,0.6,20.7,76.3,0,35
43449.75,121.01627,24.766508,0.56,4,20.9,24.9,12.7,15,12,5.6,1.94,0.19,2.13,72,1.4,20.3,78.1,0,30
43449.75,120.989823,24.778,0.68,1.9,20.1,22,14.3,19,9,1.7,1.93,0.14,2.08,16,1.1,20.2,78.1,0,32
43449.75,121.01372,24.77834,0.66,0.6,13.3,24.9,21,14,13,4.5,2.18,0.31,2.49,20.9,0.6,20.5,76.8,0,33
43449.79167,121.01627,24.766508,0.43,2.6,16.8,19.4,15.5,15,11,5.7,1.92,0.21,2.13,80,1.5,20.2,78.6,0,32
43449.79167,120.989823,24.778,0.64,1,21.3,22.3,13.6,16,6,1.9,1.97,0.15,2.13,23,0.9,20,78.8,0,30
43449.79167,121.01372,24.77834,0.68,0.4,12.3,19.4,20,13,12,4.4,2.16,0.32,2.48,47.8,0.4,20.3,77.7,0,31
43449.83333,121.01627,24.766508,0.45,2,16.9,18.8,13.8,16,10,5.6,1.93,0.2,2.13,72,1.5,20,79.4,0,33
43449.83333,120.989823,24.778,0.66,0.4,16.9,17.3,15.7,12,4,1.7,1.99,0.14,2.13,21,1.2,19.9,79.1,0,27
43449.83333,121.01372,24.77834,0.69,0.6,13.4,18.8,18.3,14,13,4.1,2.16,0.33,2.49,6.7,0.8,20.2,78.1,0,33
43449.875,121.01627,24.766508,0.45,1.8,18.7,20.5,13.4,18,12,5.4,1.91,0.19,2.1,74,1.3,19.8,80.1,0,33
43449.875,120.989823,24.778,0.68,0.9,21.6,22.5,13.6,14,5,2.1,2.02,0.15,2.17,69,0.8,19.8,80.4,0,23
43449.875,121.01372,24.77834,0.68,0.5,16.6,20.5,16,16,11,4.8,2.16,0.31,2.47,46.1,0.4,20.1,78.7,0,36
43449.91667,121.01627,24.766508,0.45,1,18.7,19.6,10.3,20,13,5.8,1.88,0.17,2.04,119,0.6,19.2,84.2,0,33
43449.91667,121.01372,24.77834,0.7,0.5,14.3,19.6,15.3,16,10,4.6,2.17,0.32,2.49,102.3,0.2,19.6,81.7,0,36
43449.95833,121.01627,24.766508,0.49,1.8,19.2,21,4.3,16,9,4.3,1.9,0.18,2.07,245,0.9,18.5,88.5,0,35
43449.95833,120.989823,24.778,0.69,2.1,20.3,22.4,13.3,14,5,1.9,2.01,0.13,2.14,118,0.6,19.6,81.7,0,19
43449.95833,121.01372,24.77834,0.69,1.1,18.9,21,8.1,14,12,3.3,2.21,0.32,2.53,271.5,0.2,19.3,84.6,0,35
43450,121.01627,24.766508,0.6,2.5,19.4,21.9,1.5,13,6,3.5,1.98,0.15,2.12,208,0.6,18.4,89.7,0,34
43450,120.989823,24.778,0.61,2.8,24.4,27.1,9.4,16,8,1.8,2.02,0.12,2.14,247,1,19.4,82.8,0,23
43450,121.01372,24.77834,0.7,1.7,23.6,21.9,5.4,14,13,2.8,2.23,0.3,2.53,219.2,0.2,19.4,84.4,0,35
43450.04167,121.01627,24.766508,0.59,2.6,17.6,20.2,4.1,12,9,3.3,1.92,0.19,2.11,245,0.1,18.5,89.7,0,33
43450.04167,120.989823,24.778,0.67,1,24.1,25.1,6.9,16,9,1.4,2.15,0.14,2.29,298,0.7,19.3,83.8,0,23
43450.04167,121.01372,24.77834,0.66,1.8,22.6,20.2,7,17,13,2.8,2.19,0.31,2.5,311.1,0.1,19.3,85.1,0,37
43450.08333,121.01627,24.766508,0.63,7.4,16.4,23.8,1.6,17,12,4,1.96,0.17,2.13,281,0.3,18.5,90.6,0,32
43450.08333,120.989823,24.778,0.67,7.7,29.9,37.6,4.8,20,10,1.5,2.04,0.13,2.17,177,0.7,19.2,85,0,28
43450.08333,121.01372,24.77834,0.66,2.6,22,23.8,5.1,21,19,3.9,2.2,0.32,2.52,161.9,0.1,19.3,85.3,0,39
43450.125,121.01627,24.766508,0.62,5.6,16.5,22.1,1.4,20,13,3.4,1.96,0.23,2.19,279,0.2,18.4,91.7,0,32
43450.125,120.989823,24.778,0.65,3.7,28.1,31.9,4.4,24,16,2.3,2.02,0.15,2.17,171,0.6,19.2,86.2,0,31
43450.125,121.01372,24.77834,0.67,3,24.5,22.1,3.9,23,20,4.5,2.17,0.34,2.51,158.7,0.1,19.4,85.4,0,43
43450.16667,121.01627,24.766508,0.61,9,18.9,27.9,1.5,20,15,3.6,1.95,0.2,2.15,272,0.1,18.5,91.1,0,34
43450.16667,120.989823,24.778,0.64,4.8,26.7,31.5,3.5,26,15,2.3,2.02,0.14,2.17,170,0.9,19.1,86.6,0,34
43450.16667,121.01372,24.77834,0.64,3.3,21.9,27.9,5,27,21,4.4,2.21,0.32,2.53,11,0.1,19.4,86,0,48
43450.20833,121.01627,24.766508,0.6,6.6,15.8,22.4,2.1,20,13,4,1.95,0.19,2.14,232,0.3,18.5,91.5,0,38
43450.20833,120.989823,24.778,0.64,3.8,25.3,29.1,6.3,31,14,3,2.05,0.13,2.18,172,1.1,19.3,85.8,0,37
43450.20833,121.01372,24.77834,0.6,0.9,15.5,22.4,8.9,24,20,3.9,2.22,0.33,2.55,334.5,0.1,19.3,87,0,52
43450.25,121.01627,24.766508,0.96,24.2,14.8,39,1.9,21,14,3.8,1.94,0.33,2.27,250,0.3,19,91.4,0,40
43450.25,120.989823,24.778,0.58,2.2,26.9,29.1,20.5,33,16,2.3,2,0.14,2.13,248,0.6,19.6,85.5,0,41
43450.25,121.01372,24.77834,0.62,1.7,15.4,39,12,21,15,4.2,2.16,0.33,2.49,280.9,0.2,19.9,84.9,0,55
43450.29167,121.01627,24.766508,0.77,15.5,19.1,34.5,3.5,25,17,4.2,2.01,0.28,2.29,240,0.6,20.1,86.6,0,41
43450.29167,120.989823,24.778,0.6,1.7,20.7,22.4,22,36,18,1.9,2.07,0.14,2.21,264,0.8,19.8,85.6,0,43
43450.29167,121.01372,24.77834,0.72,5.2,18.5,34.5,13,24,19,5.3,2.28,0.34,2.62,340,0.6,20.7,83.1,0,54
43450.33333,121.01627,24.766508,0.65,7.2,21.5,28.8,13.2,33,18,4.5,2.01,0.25,2.26,90,0.7,21.1,83.6,0,44
43450.33333,120.989823,24.778,0.71,4.8,18.2,23,12.7,42,21,3.2,2.15,0.19,2.33,329,1.1,20.4,85,0,47
43450.33333,121.01372,24.77834,0.6,2.7,12.2,28.8,25.2,32,21,5.2,2.2,0.3,2.5,0.1,0.5,21.6,81,0,54
43450.375,121.01627,24.766508,0.62,4.1,18.5,22.6,21.1,43,22,4.4,1.97,0.21,2.19,53,0.5,21.9,80,0,46
43450.375,120.989823,24.778,0.52,1.6,9.9,11.5,29,33,13,2.5,1.94,0.12,2.06,2,0.9,22.3,78.2,0,50
43450.375,121.01372,24.77834,0.65,3.1,14.4,22.6,24.6,39,20,4.5,2.2,0.34,2.54,16.3,0.4,22.3,77.1,0,55
43450.41667,121.01627,24.766508,0.6,5.9,16.9,22.9,23.9,54,26,4.4,1.9,0.24,2.14,333,2.2,22.1,79.5,0,50
43450.41667,120.989823,24.778,0.48,2,9.2,11.2,28.1,47,14,2.1,1.9,0.1,1.99,2,2.6,21.6,81.4,0,50
43450.41667,121.01372,24.77834,0.58,2.7,12.7,22.9,28.1,51,24,4.3,2.15,0.35,2.5,335.5,1.3,21.9,80,0,56
43450.45833,121.01627,24.766508,0.53,4.1,13.9,18,24.4,63,28,3.6,1.9,0.19,2.08,6,2.6,20.7,83.6,0,55
43450.45833,120.989823,24.778,0.44,1.6,6.7,8.3,30,57,16,1.7,1.88,0.1,1.98,2,2.8,20.3,84.8,0,50
43450.45833,121.01372,24.77834,0.55,2,9.8,18,27.7,56,25,3.8,2.15,0.27,2.42,346.6,1.8,20.6,83.5,0,60
43450.5,121.01627,24.766508,0.54,4,14.4,18.4,25.6,53,26,4.2,1.89,0.2,2.08,46,2.2,20.3,83.1,0,61
43450.5,120.989823,24.778,0.42,0.7,5.4,6.1,34.9,45,15,1.6,1.87,0.11,1.98,8,2.2,20.4,82.4,0,49
43450.5,121.01372,24.77834,0.54,1.3,9.6,18.4,31,44,22,3.6,2.13,0.26,2.39,358.6,2.1,20.2,82.9,0,64
43450.54167,121.01627,24.766508,0.5,2.7,13.5,16.2,30.7,38,21,4.5,1.86,0.21,2.07,48,2.5,20.2,78,0,65
43450.54167,120.989823,24.778,0.41,0.5,4,4.4,39.8,32,12,1.2,1.87,0.12,1.99,9,2.3,20.3,77,0,49
43450.54167,121.01372,24.77834,0.52,1.1,9.6,16.2,35.1,31,18,3.5,2.15,0.27,2.42,358.3,2.3,20.2,77,0,65
43450.58333,121.01627,24.766508,0.5,3,13.3,16.3,31.2,28,17,4.4,1.91,0.15,2.06,44,2.2,20.3,70.4,0,66
43450.58333,120.989823,24.778,0.43,0.6,4.2,4.7,40.2,23,8,1.4,1.89,0.12,2.01,14,2.3,20.3,71.9,0,48
43450.58333,121.01372,24.77834,0.54,0.9,9.6,16.3,35,23,16,3.9,2.18,0.25,2.43,359.6,2.5,20.4,70.7,0,64
43450.625,121.01627,24.766508,0.43,2.1,9.8,11.9,36.3,22,14,4.3,1.88,0.12,2,50,2.2,19.7,76.9,0,64
43450.625,120.989823,24.778,0.44,0.3,7.3,7.6,39.5,18,7,1.7,1.9,0.12,2.01,21,1.5,19.6,77.2,0,45
43450.625,121.01372,24.77834,0.51,0.7,9,11.9,39.7,21,14,4.1,2.15,0.28,2.43,8.5,1.6,19.8,76.2,0,62
43450.66667,121.01627,24.766508,0.47,1.8,12.1,13.9,30.9,23,15,4.1,1.85,0.14,1.99,87,1.2,19.4,81.1,0,60
43450.66667,120.989823,24.778,0.46,0.3,9.6,9.8,35.7,22,11,2.8,1.92,0.11,2.03,35,1.1,19.3,81.1,0,40
43450.66667,121.01372,24.77834,0.54,0.5,7.5,13.9,36.4,23,14,3.9,2.16,0.28,2.44,7.9,0.7,19.6,79.6,0,58
43450.70833,121.01627,24.766508,0.53,2.9,19,21.9,25.4,28,20,4.5,1.89,0.12,2.01,58,1.6,19,81.9,0,56
43450.70833,120.989823,24.778,0.48,0.4,9.7,10.1,35,31,17,2.1,1.95,0.09,2.04,64,1.3,18.8,82.8,0,38
43450.70833,121.01372,24.77834,0.54,0.4,8.6,21.9,35.5,28,17,3.9,2.13,0.25,2.38,52.9,0.8,19.1,80.8,0,54
43450.75,121.01627,24.766508,0.51,2.2,17.3,19.5,25.9,31,23,4,1.88,0.17,2.04,86,2,18.8,81.1,0,57
43450.75,120.989823,24.778,0.52,0.7,12.5,13.2,31.5,32,14,1.9,1.94,0.13,2.07,73,1.6,18.7,81.6,0,41
43450.75,121.01372,24.77834,0.55,0.6,8.1,19.5,33.7,29,16,3.7,2.12,0.27,2.39,68,0.7,18.8,80.4,0,54
43450.79167,121.01627,24.766508,0.53,2.6,17.9,20.5,24,32,19,4.7,1.85,0.23,2.07,54,1.6,18.7,80.7,0,60
43450.79167,120.989823,24.778,0.54,0.3,12.6,12.9,28.8,31,14,2.2,1.94,0.13,2.07,48,1.2,18.5,82.1,0,42
43450.79167,121.01372,24.77834,0.58,0.4,10.3,20.5,29.6,27,16,4.1,2.17,0.28,2.45,27.5,0.8,18.8,80.3,0,54
43450.83333,121.01627,24.766508,0.51,2.1,16.4,18.5,23.2,31,18,4.2,1.9,0.14,2.04,57,1.8,18.5,82.3,0,61
43450.83333,120.989823,24.778,0.56,0.5,15.3,15.8,24.5,33,19,2.2,1.94,0.15,2.09,54,1.1,18.3,83.5,0,44
43450.83333,121.01372,24.77834,0.61,0.4,11.3,18.5,27.1,28,19,4.1,2.19,0.27,2.46,48.4,0.5,18.5,81.7,0,54
43450.875,121.01627,24.766508,0.47,1.9,15.3,17.2,18.2,30,16,4.2,1.91,0.19,2.1,48,2.3,18.1,83.6,0,62
43450.875,120.989823,24.778,0.59,0.5,14.2,14.7,18.8,33,16,2,1.96,0.12,2.08,30,1.6,17.9,84.9,0,47
43450.875,121.01372,24.77834,0.63,0.4,11.7,17.2,20.6,27,15,4,2.23,0.31,2.54,1.9,2,18.2,82.9,0,56
43450.91667,121.01627,24.766508,0.57,1.6,13.6,15.1,13.6,28,13,4.2,1.95,0.16,2.12,43,3,17.4,83.1,0,60
43450.91667,120.989823,24.778,0.67,0.4,11.3,11.7,17.2,32,11,2.2,2.02,0.15,2.17,38,2,17.2,84.1,0,48
43450.91667,121.01372,24.77834,0.69,0.6,10.5,15.1,16.6,24,12,3.8,2.24,0.3,2.54,3.2,1.8,17.5,82.3,0,54
43450.95833,121.01627,24.766508,0.59,1.2,13.5,14.7,15.5,26,11,4.9,2.02,0.16,2.18,45,3.5,17,81.2,0,56
43450.95833,120.989823,24.778,0.64,0.5,8,8.6,21.2,31,11,1.6,2.07,0.15,2.23,36,1.9,16.8,81.7,0,46
43450.95833,121.01372,24.77834,0.68,0.5,9.7,14.7,19.5,23,13,4.8,2.23,0.3,2.53,359.7,2.2,17.1,80,0,52
43451,121.01627,24.766508,0.58,1.5,14.6,16.1,16.2,27,13,5.3,1.99,0.18,2.17,50,2.9,16.3,81.1,0,52
43451,120.989823,24.778,0.64,0.5,8.2,8.7,22.4,29,12,2.7,2.09,0.08,2.17,51,1.7,16.2,80.7,0,44
43451,121.01372,24.77834,0.68,0.5,9.6,16.1,19.8,23,13,5.1,2.16,0.27,2.43,32.1,1.2,16.4,79.8,0,50
43451.04167,121.01627,24.766508,0.58,1.9,13.2,15.1,18.4,25,14,4.7,1.99,0.19,2.18,61,2.2,15.6,84.4,0,49
43451.04167,120.989823,24.778,0.62,0.2,8.6,8.8,23.5,26,13,2.8,2.09,0.08,2.17,56,2,15.5,84.7,0,41
43451.04167,121.01372,24.77834,0.66,0.7,8.1,15.1,23.7,20,13,5.1,2.24,0.28,2.52,44.8,1,15.7,83.2,0,46
43451.08333,121.01627,24.766508,0.56,2.2,13.1,15.2,17.8,22,15,4.3,1.98,0.19,2.18,84,2.3,14.7,89.9,0,47
43451.08333,120.989823,24.778,0.61,0.3,7.6,7.9,24,21,11,2.4,2.08,0.11,2.19,68,2.1,14.8,87.2,0,40
43451.08333,121.01372,24.77834,0.64,0.8,5.2,15.2,24.9,16,12,4.6,2.27,0.27,2.54,72.5,0.9,14.9,87.1,0,45
43451.125,121.01627,24.766508,0.52,2.2,11.3,13.5,19.4,23,17,4.1,2.02,0.22,2.24,87,2.2,14.5,85.6,0,47
43451.125,120.989823,24.778,0.6,0.3,5.8,6.1,24.9,21,12,2,2.11,0.14,2.25,74,1.8,14.8,83.8,0,40
43451.125,121.01372,24.77834,0.62,0.5,4.7,13.5,25.1,18,13,4.4,2.26,0.3,2.56,69.8,0.7,14.9,82.9,0,44
43451.16667,121.01627,24.766508,0.53,2.1,12.5,14.5,18.5,29,16,3.7,2.01,0.22,2.23,94,2.1,14.7,82.8,0,50
43451.16667,121.01372,24.77834,0.63,0.3,5.7,14.5,23.8,22,17,4.2,2.25,0.3,2.55,79.3,0.8,14.9,80.2,0,44
43451.20833,121.01627,24.766508,0.54,3.5,15.8,19.3,17.9,33,18,3.8,2.04,0.22,2.25,88,2.3,14.8,77.7,0,51
43451.20833,120.989823,24.778,0.59,0.2,7.1,7.3,23.5,24,13,1.7,2.11,0.15,2.26,77,1.6,14.9,80.6,0,42
43451.20833,121.01372,24.77834,0.63,0.4,7.5,19.3,24.9,25,16,4.7,2.26,0.32,2.58,71.9,0.8,15,75,0,46
43451.25,121.01627,24.766508,0.71,10.2,24,34.2,17.7,39,24,4.1,2.06,0.31,2.37,79,2.3,15.1,70.1,0,52
43451.25,120.989823,24.778,0.6,0.5,10.2,10.7,22.8,26,15,2.7,2.13,0.12,2.25,72,1.7,15,75.4,0,43
43451.25,121.01372,24.77834,0.68,0.6,9.5,34.2,28.5,34,19,5.2,2.25,0.35,2.6,60.5,0.8,15.3,67.7,0,47
43451.29167,121.01627,24.766508,0.79,12,23.4,35.4,15.6,44,27,5.2,2.02,0.29,2.31,79,2.9,15.6,70.8,0,55
43451.29167,120.989823,24.778,0.69,1.6,15.8,17.4,24.3,36,20,3.2,2.16,0.15,2.31,66,1.8,15.2,67.3,0,47
43451.29167,121.01372,24.77834,0.78,2,13.1,35.4,24,40,24,6.5,2.27,0.36,2.63,58,0.8,15.9,68.1,0,50
43451.33333,121.01627,24.766508,0.67,10.7,19.6,30.3,23.5,48,25,5,1.93,0.23,2.16,48,3.7,16.6,63.9,0,59
43451.33333,120.989823,24.778,0.83,3.6,20.1,23.7,21.4,43,24,3.2,2.16,0.17,2.33,75,2.1,15.9,65.5,0,52
43451.33333,121.01372,24.77834,0.7,3,11.4,30.3,29.8,40,24,7.2,2.27,0.35,2.62,29.9,1.5,17.2,60.1,0,54
43451.375,121.01627,24.766508,0.54,8.8,18.1,26.9,31.3,49,24,5,1.87,0.26,2.12,48,3.6,17.7,55.8,0,63
43451.375,120.989823,24.778,0.71,5,16,21,29.3,41,21,3.4,2.11,0.15,2.25,56,2.4,17.6,57.8,0,55
43451.375,121.01372,24.77834,0.59,2.2,9.6,26.9,40.9,0,0,4.9,2.15,0.32,2.59,24.1,1.8,18,54.2,0,55
43451.41667,121.01627,24.766508,0.55,7.3,19.1,26.4,37.5,48,24,5.4,1.9,0.22,2.12,45,3.8,18,52.5,0,65
43451.41667,120.989823,24.778,0.6,2.8,12,14.8,38.7,45,22,3.4,2.1,0.15,2.25,51,2.3,18.3,52.7,0,58
43451.41667,121.01372,24.77834,0.59,2.1,10.6,26.4,46.4,44,23,4,2.1,0.4,2.5,28.5,2,18.6,50.1,0,57
43451.45833,121.01627,24.766508,0.54,6,18.7,24.6,45.2,51,25,6.4,1.94,0.27,2.22,48,3.5,18.5,51.4,0,66
43451.45833,120.989823,24.778,0.6,2.5,11.5,14,45.8,49,25,4.7,0.96,0.09,1.05,42,2.6,19.1,49,0,61
43451.45833,121.01372,24.77834,0.57,1.4,8.8,24.6,55.5,46,26,5.3,2.12,0.38,2.5,10.8,2.4,18.4,51.1,0,61
43451.5,121.01627,24.766508,0.54,5.4,17.2,22.5,49.8,54,29,6.8,1.95,0.24,2.19,44,4.1,18.4,50.9,0,67
43451.5,120.989823,24.778,0.61,1.2,9.3,10.5,58.6,98,29,4,0,0,0,40,1.4,19.5,47.3,0,63
43451.5,121.01372,24.77834,0.58,1.4,9.4,22.5,59.5,50,30,5.7,2.23,0.39,2.62,6.5,2.6,18.4,50.7,0,64
43451.54167,121.01627,24.766508,0.56,5,18.4,23.3,50,56,30,7,1.95,0.29,2.24,42,4.1,18.2,50.5,0,70
43451.54167,120.989823,24.778,0.63,1.2,10.6,11.8,58.6,0,0,5.9,0,0,0,39,1.1,18.9,48.1,0,67
43451.54167,121.01372,24.77834,0.57,1.4,10.5,23.3,58.5,58,29,6.3,2.26,0.39,2.65,10.5,2.4,18.2,50.3,0,68
43451.58333,121.01627,24.766508,0.59,4.9,22.2,27.2,44.3,57,26,6.4,1.95,0.27,2.22,47,3.9,17.5,52.7,0,74
43451.58333,120.989823,24.778,14.34,152.4,0.3,149.1,54.5,62,26,148.5,1.76,0.51,2.27,50,2.3,17.8,51.5,0,69
43451.58333,121.01372,24.77834,0.54,1.4,12,27.2,54,62,31,6.3,2.24,0.4,2.64,19.8,2,17.4,52.6,0,71
43451.625,121.01627,24.766508,0.72,5.1,28.7,33.9,39.1,57,27,6.1,1.92,0.35,2.27,58,2.9,17,52.6,0,75
43451.625,120.989823,24.778,0.55,1.2,16.1,17.3,52.1,60,30,6.5,1.77,0.22,1.98,55,2.2,17,51.2,0,72
43451.625,121.01372,24.77834,0.58,1,14.5,33.9,52,59,32,6.2,2.32,0.42,2.74,42.4,1.5,17,51.2,0,76
43451.66667,121.01627,24.766508,0.84,5.5,30.4,35.9,33.1,54,29,6.1,1.88,0.36,2.24,56,2.8,15.9,54.3,0,77
43451.66667,120.989823,24.778,0.59,1.2,16.4,17.6,47.7,54,31,4.9,2.03,0.16,2.19,53,2.7,15.8,52.8,0,76
43451.66667,121.01372,24.77834,0.55,0.5,14.8,35.9,45.8,56,29,6.4,2.36,0.41,2.77,23.5,1.9,16.1,52.3,0,80
43451.70833,121.01627,24.766508,0.72,4.9,28.8,33.7,32.5,51,26,6.3,1.98,0.31,2.29,64,3,15.2,55.3,0,79
43451.70833,120.989823,24.778,0.59,1.4,16.3,17.7,45.3,48,25,4.9,2.1,0.13,2.24,58,3,15,54.3,0,80
43451.70833,121.01372,24.77834,0.51,0.5,14.5,33.7,45.2,51,24,6.8,2.34,0.4,2.74,31.9,1.6,15.3,53.8,1,81
43451.75,121.01627,24.766508,0.64,4.2,23.2,27.4,38.2,51,24,6.2,2.02,0.25,2.27,71,3.4,15.1,57.3,0,78
43451.75,120.989823,24.778,0.53,1.2,13.7,14.9,50.4,45,22,5.2,2.1,0.13,2.22,65,2.8,14.6,58.8,0,79
43451.75,121.01372,24.77834,0.47,0.7,9.3,27.4,50.5,44,24,6.7,2.27,0.36,2.63,45.3,1.4,14.9,57.6,1,81
43451.79167,121.01627,24.766508,0.61,2.8,20.6,23.4,41.1,52,25,6.2,1.99,0.25,2.24,63,3,15.2,56.3,0,77
43451.79167,120.989823,24.778,0.48,0.9,10.8,11.7,54.1,52,24,5.4,2.11,0.12,2.23,65,2.9,14.7,60.1,0,77
43451.79167,121.01372,24.77834,0.46,0.6,7.7,23.4,53.3,47,24,6.1,2.26,0.35,2.61,51.6,1.4,15,57.9,0,79
43451.83333,121.01627,24.766508,0.57,1.7,16.5,18.3,45.9,52,25,5.8,1.99,0.2,2.19,66,3.4,15.3,54.9,0,77
43451.83333,120.989823,24.778,0.44,0.7,8.1,8.8,57.4,53,25,5.6,2.12,0.13,2.25,68,3.2,14.8,59.4,0,75
43451.83333,121.01372,24.77834,0.45,0.5,6.5,18.3,55.5,51,24,5.8,2.27,0.33,2.6,50.4,1.5,15.2,56.6,0,77
43451.875,121.01627,24.766508,0.54,1.4,15.2,16.6,46.8,50,22,4.6,1.99,0.23,2.23,73,3.1,15.1,54.5,0,75
43451.875,120.989823,24.778,0.43,0.6,6.4,7,58.7,45,22,5.1,2.12,0.14,2.26,70,2.8,14.7,58.5,0,74
